CountryName,CountryCode,Date,PolicyType,PolicyValue,Flag,Notes
Dominica,DMA,20200512,C8: International travel controls,4,,"""Regarding the reopening of borders, he said, “this will be done with a regional framework [on] which discussions at CARICOM level are ongoing.” Source: https://web.archive.org/web/20200521153035/https://dominicanewsonline.com/news/homepage/homepage-carousel/covid-19-emergency-powers-act-in-dominica-extended-for-two-weeks-some-changes-in-curfew-hours/"
Dominica,DMA,20200519,E1: Income support,1,1,"""To mitigate the socio-economic impact authorities announced income transfers to the most vulnerable segments and tax relief programs for households and businesses."" Source: https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#D"
Dominica,DMA,20200519,E2: Debt/contract relief,2,,"“In most instances customers have the option to defer payments for a period of up to six months and I am advised that many people are taking advantage of that option -the PM said-. We also extended the deadline for the filing of personal and corporate income tax returns, and the payment of income tax was extended by three months for companies with financial year ending in January 2020 to June 2020.” Source: http://www.jamaicaobserver.com/news/dominica-pm-announces-new-initiatives-to-reopen-economy_194394"
Dominica,DMA,20200522,C1: School closing,3,1,"Source: https://web.archive.org/web/20200527193300/https://en.unesco.org/covid19/educationresponse"
Dominica,DMA,20200522,E1: Income support,1,1,"""To mitigate the socio-economic impact authorities announced income transfers to the most vulnerable segments and tax relief programs for households and businesses."" Source: https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#D"
Dominica,DMA,20200522,E2: Debt/contract relief,2,,"“In most instances customers have the option to defer payments for a period of up to six months and I am advised that many people are taking advantage of that option -the PM said-. We also extended the deadline for the filing of personal and corporate income tax returns, and the payment of income tax was extended by three months for companies with financial year ending in January 2020 to June 2020.” Source: http://www.jamaicaobserver.com/news/dominica-pm-announces-new-initiatives-to-reopen-economy_194394"
Dominica,DMA,20200522,H1: Public information campaigns,2,1,"There's an active website (http://dominica.gov.dm/corona) and a Covid-19 hotline."
Dominica,DMA,20200522,H3: Contact tracing,2,,"""Some returning Dominicans, including overseas students and cruise ship workers, have been quarantined and according to Dr McIntyre, all remain asymptomatic. He added that, on completion of quarantine, they will be further discharged to home quarantine and monitored by the district health team."" Source: https://web.archive.org/web/20200528000645/https://dominicanewsonline.com/news/homepage/news/covid-19-dominicas-health-minister-announces-a-further-easing-of-covid-19-restrictions/"
Dominica,DMA,20200525,C2: Workplace closing,2,1,"""'As of 25th May, opening hours of business will be Monday to Friday up to 6:00 pm, Saturdays up to 3:00 pm.' This disclosure came from Minister for Health, Dr Irving McIntyre, as he announced an easing up of restrictions which the Dominica government has put in place to help fight the spread of COVID-19.""   However some businesses are required to remain closed: ""He said recommendations have also been made for the reopening of churches, restaurants for sitting-in service and gyms and this could happen as soon as next weekend depending on the outcome of ongoing discussions between stakeholders and the ministry of health to develop guidelines and protocols.""    Source: https://web.archive.org/web/20200528000645/https://dominicanewsonline.com/news/homepage/news/covid-19-dominicas-health-minister-announces-a-further-easing-of-covid-19-restrictions/"
Dominica,DMA,20200525,C3: Cancel public events,2,1,"No new data found."
Dominica,DMA,20200525,C4: Restrictions on gatherings,4,1,"No new data found.  Dowling update: Adding source here: https://web.archive.org/web/20200621144059/https://www.worldaware.com/covid-19-alert-dominica-amends-extends-curfew-measures-may-26"
Dominica,DMA,20200525,C5: Close public transport,0,,"""“It is recommended that buses allow no more than three persons per row,” the minister continued while delivering an update on COVID-19 on Saturday evening."" Source: https://web.archive.org/web/20200528000645/https://dominicanewsonline.com/news/homepage/news/covid-19-dominicas-health-minister-announces-a-further-easing-of-covid-19-restrictions/"
Dominica,DMA,20200525,C6: Stay at home requirements,1,1,"""Curfew hours will be 8 pm to 5 am Mondays to Fridays and from 6 pm to 5 am on Saturdays and Sundays"". Source: https://web.archive.org/web/20200528001239/https://www.eturbonews.com/573058/dominica-official-covid-19-tourism-update-4/"
Dominica,DMA,20200525,C8: International travel controls,4,,"""Regarding the opening of borders, Dr McIntyrehe stated that discussions have been continuing regionally but locally, the government has also been developing a national plan."" Source: https://dominicanewsonline.com/news/homepage/news/covid-19-dominicas-health-minister-announces-a-further-easing-of-covid-19-restrictions/"
Dominica,DMA,20200529,C8: International travel controls,4,,"Source: https://web.archive.org/web/20200608173944/https://dominicanewsonline.com/news/covid-19/government-considering-further-easing-of-curfew-hours-and-reopening-of-more-businesses/"
Dominica,DMA,20200608,C2: Workplace closing,2,1,"""Given that there’s currently no evidence of the spread of COVID-19 in communities in Dominica, the government is considering a further relaxation of the restrictive measures regarding curfew hours and the re-opening of the remaining closed businesses on the island."" Source: https://web.archive.org/web/20200608173944/https://dominicanewsonline.com/news/covid-19/government-considering-further-easing-of-curfew-hours-and-reopening-of-more-businesses/"
Dominica,DMA,20200615,C7: Restrictions on internal movement,1,1,"""Dr.  Irving Mcintyre Minister for Health, Wellness and the New Health Investment has indicated that the current curfew will be changed to the hours of 10pm to 5am from Monday 15th June 2020. He urged everyone to continue to be vigilant as Dominica remains at two active cases."" Source: https://web.archive.org/web/20200618195035/https://dominicanewsonline.com/news/homepage/covid-19-update-minister-for-health-urges-everyone-to-remain-responsible-despite-relaxing-of-curfew-hours/"
Dominica,DMA,20200615,C8: International travel controls,4,,"Dominica’s borders could open in July. Source: https://web.archive.org/web/20200618195148/https://dominicanewsonline.com/news/homepage/homepage-carousel/dominicas-borders-could-open-in-july-pm-skerrit/"
Dominica,DMA,20200627,C1: School closing,3,1,"Still closed. See: https://web.archive.org/web/20200706194747/https://en.unesco.org/fieldoffice/santiago/covid-19-education-alc/monitoring"
Dominica,DMA,20200627,C2: Workplace closing,0,,"Businesses, shops, offices, churches, sports facilities and beauty salons are now operating normally without restriction, except for health protocols (physical distancing, hand sanitising, wearing face masks). See: https://web.archive.org/web/20200706194429/https://www.gov.uk/foreign-travel-advice/dominica/coronavirus"
Dominica,DMA,20200627,C3: Cancel public events,1,1,"Possible it is only recommended at this point since gatherings of 250 are allowed. See: https://web.archive.org/web/20200706194429/https://www.gov.uk/foreign-travel-advice/dominica/coronavirus"
Dominica,DMA,20200627,C4: Restrictions on gatherings,2,1,"A maximum of 250 persons may gather together at any one time. See: https://web.archive.org/web/20200706194429/https://www.gov.uk/foreign-travel-advice/dominica/coronavirus"
Dominica,DMA,20200627,C5: Close public transport,0,,"Allowed to operate, but passengers have to wear face masks. See: https://web.archive.org/web/20200706194429/https://www.gov.uk/foreign-travel-advice/dominica/coronavirus"
Dominica,DMA,20200627,C6: Stay at home requirements,0,,"Since businesses, shops, offices, churches, sports facilities and beauty salons are now operating normally without restriction, it could be implied that there are no stay at home requirements. See: https://web.archive.org/web/20200706194429/https://www.gov.uk/foreign-travel-advice/dominica/coronavirus"
Dominica,DMA,20200627,C7: Restrictions on internal movement,0,,"Since businesses, shops, offices, churches, sports facilities and beauty salons are now operating normally without restriction, it could be implied that there are no longer restrictions in place. See: https://web.archive.org/web/20200706194429/https://www.gov.uk/foreign-travel-advice/dominica/coronavirus"
Dominica,DMA,20200627,C8: International travel controls,4,,"Dominica’s borders are closed. International and domestic flights are suspended until?further notice and there are currently no commercial options available to leave Dominica; Borders and airports will open for nationals and residents on 15 July, and for non nationals on 7 August. Arrival health protocols will be in place. See https://web.archive.org/web/20200706193639/https://www.gov.uk/foreign-travel-advice/dominica"
Dominica,DMA,20200715,C8: International travel controls,4,,"Borders and airports will open for nationals and residents on 15 July, and for non-nationals on 7 August. Arrival health protocols* will be in place.    * 1. All travellers must obtain a negative COVID-19 test (PCR) result recorded 24 to 72 hours before arriving in Dominica.  2. Travellers must complete an online questionnaire at least 24 hours in advance and show their clearance to travel.  3. Upon arrival, travellers will undergo a series of checks, including a rapid test.  4. If a traveller presents any signals deemed unsafe, such as a positive test result, they will be quarantined at a government facility or a certified hotel.    Sources:  http://web.archive.org/web/20200812234938/https://www.gov.uk/foreign-travel-advice/dominica/coronavirus  https://web.archive.org/web/20200903144532/https://www.traveloffpath.com/dominica-reopening-borders-for-tourism-august-7th/  "
Dominica,DMA,20200804,C2: Workplace closing,0,,"According to the UK embassy website, Businesses, shops, offices, churches, sports facilities and beauty salons are now operating normally without restriction, except for health protocols.  http://web.archive.org/web/20200812234938/https://www.gov.uk/foreign-travel-advice/dominica/coronavirus  "
Dominica,DMA,20200804,C3: Cancel public events,1,1,"According to the UK embassy website, Businesses, shops, offices, churches, sports facilities and beauty salons are now operating normally without restriction, except for health protocols. Beaches and rivers can be freely accessed and sporting activities allowed.  http://web.archive.org/web/20200812234938/https://www.gov.uk/foreign-travel-advice/dominica/coronavirus  "
Dominica,DMA,20200804,C4: Restrictions on gatherings,2,1,"According to the UK embassy website, A maximum of 250 persons may gather together at any one time.  http://web.archive.org/web/20200812234938/https://www.gov.uk/foreign-travel-advice/dominica/coronavirus  "
Dominica,DMA,20200804,C6: Stay at home requirements,0,,"According to the UK embassy website, Businesses, shops, offices, churches, sports facilities and beauty salons are now operating normally without restriction, except for health protocols. Beaches and rivers can be freely accessed and sporting activities allowed.  http://web.archive.org/web/20200812234938/https://www.gov.uk/foreign-travel-advice/dominica/coronavirus  "
Dominica,DMA,20200807,C8: International travel controls,1,,"According to the UK embassy website, the borders and airports (Douglas Charles and Canefield) open for nationals and residents on 15 July, and for non-nationals on 7 August. http://web.archive.org/web/20200812234938/https://www.gov.uk/foreign-travel-advice/dominica/coronavirus"
Dominica,DMA,20200814,C1: School closing,3,1,"Schools will reopen as normal at all levels from 7 September subject to the adequate fulfillment of health and safety criteria.  https://web.archive.org/save/http://www.jamaicaobserver.com/latestnews/Dominican_schools_to_reopen_September_7?profile=1754"
Dominica,DMA,20200814,C4: Restrictions on gatherings,2,1,"Public and private gatherings of over 250 people are prohibited.  https://web.archive.org/web/20200823100000/https://www.gov.uk/foreign-travel-advice/dominica/coronavirus"
Dominica,DMA,20200814,C8: International travel controls,1,,"Airports opened for non-nationals on 7 August.  'Arrival protocols will be in place. Arriving passengers will have to complete an online questionnaire 24 hours before arrival, and have a PCR swab test with a negative result taken up to 72 hours before arrival. A thermal test and antibody blood test will be taken on arrival. If either test is positive, then a further PCR swab test will be carried out.    Mandatory 14 day quarantine will be necessary, self-isolating, in a Government facility, or in a certified hotel or guest house.'  https://web.archive.org/web/20200708080414/https://www.gov.uk/foreign-travel-advice/dominica/entry-requirements"
Dominica,DMA,20200824,C1: School closing,3,1,"Schools to reopen on 7 Sep as planned. https://web.archive.org/web/20200905021143/https://www.caribbeannationalweekly.com/caribbean-breaking-news-featured/schools-in-dominica-to-reopen-on-september-7/"
Dominica,DMA,20200824,C2: Workplace closing,0,,"Businesses, shops, offices, churches, sports facilities and beauty salons are now operating normally without restriction, except for health protocols (physical distancing, hand sanitising, wearing face masks)  https://web.archive.org/web/20200905021216/https://www.gov.uk/foreign-travel-advice/dominica/coronavirus  "
Dominica,DMA,20200824,C3: Cancel public events,1,1,"Beaches and rivers can be freely accessed and sporting activities allowed.But a maximum of 250 persons may gather together at any one time. https://web.archive.org/web/20200905021216/https://www.gov.uk/foreign-travel-advice/dominica/coronavirus"
Dominica,DMA,20200824,C4: Restrictions on gatherings,2,1,"a maximum of 250 persons may gather together at any one time. https://web.archive.org/web/20200905021216/https://www.gov.uk/foreign-travel-advice/dominica/coronavirus"
Dominica,DMA,20200824,C8: International travel controls,1,,"Dominica’s borders are open  •	Arriving passengers must complete an online questionnaire 24 hours before arrival, and have a PCR swab test with a negative result taken up to 72 hours before arrival https://web.archive.org/web/20200905021308/https://www.gov.uk/foreign-travel-advice/dominica  "
Dominica,DMA,20200824,H1: Public information campaigns,2,1,"The Dominica Ministry of Health, Wellness and New Health Investment has a coronavirus hotline staffed by public health officers on 1 800 219 (in Dominica) or 1 767 448 2151."
Dominica,DMA,20200906,E1: Income support,1,1,"No change in policy: https://web.archive.org/web/20200917074120/https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19"
Dominica,DMA,20200906,H6: Facial Coverings,3,1,"No change in policy:  https://web.archive.org/web/20200917075334/https://dominicanewsonline.com/news/covid-19/public-advised-to-wear-masks-properly-reminded-of-importance-of-safety-protocols/"
Dominica,DMA,20200907,C1: School closing,1,1,"Schools reopened on September 7th but with Hygiene wardens, to ensure that proper coronavirus hygiene measures were in place at all times.    Note by Andrey Krachcov:    ""The Dominica Government today announced that all schools will reopen on September 7 as the island continues to implement measures to curb the spread of the coronavirus (COVID-19) which has infected 18 people here.""  “So, we are hoping that by next week Monday, hopefully the guidelines will be in circulation (and) one of the areas we are going to be focusing upon very heavily during the academic year is that of hygiene and the importance of effective hygiene practices…and for that matter we will engage hygiene wardens to ensure that students do what they have to do in terms of entry at the school gates,” he said.    https://web.archive.org/web/20200917070003/http://www.jamaicaobserver.com/latestnews/Dominican_schools_to_reopen_September_7?profile=1754    "
Dominica,DMA,20200907,C2: Workplace closing,0,,"""Businesses, shops, offices, churches, sports facilities and beauty salons are now operating normally without restriction, except for health protocols (physical distancing, hand sanitising, wearing face masks)""  https://web.archive.org/web/20200917070557/https://www.gov.uk/foreign-travel-advice/dominica/coronavirus"
Dominica,DMA,20200907,C4: Restrictions on gatherings,2,1,"""A maximum of 250 persons may gather together at any one time""  https://web.archive.org/web/20200917070557/https://www.gov.uk/foreign-travel-advice/dominica/coronavirus"
Dominica,DMA,20200907,C8: International travel controls,1,,"""Entry to Dominica  Borders and the Douglas Charles airport are now open for nationals and non-nationals arriving in Dominica.    Screening on arrival  Arrival protocols are in place. Arriving passengers must complete an online questionnaire 24 hours before arrival, and have a PCR swab test with a negative result taken up to 72 hours before arrival. A Rapid Diagnostic Test (RDT) will be taken on arrival. If the RDT is negative, then the traveller must self-isolate in a government operated or government certified facility for five days before having a further PCR test. If the RDT is positive, then a further PCR swab test will be carried out. This will be at the traveller’s expense.    If the PCR test is positive a mandatory 14 day quarantine will be necessary, in a government facility for which fees will be charged.""  https://web.archive.org/web/20200917071430/https://www.gov.uk/foreign-travel-advice/dominica/entry-requirements"
Dominica,DMA,20200918,C2: Workplace closing,0,,"No change in policy found, ""Businesses, shops, offices, churches, sports facilities and beauty salons are now operating normally without restriction, except for health protocols (physical distancing, hand sanitising, wearing face masks)."" "
Dominica,DMA,20200918,C3: Cancel public events,1,1,"""A maximum of 250 persons may gather together at any one time.""     http://web.archive.org/web/20201001101555/https://www.gov.uk/foreign-travel-advice/dominica"
Dominica,DMA,20200918,C4: Restrictions on gatherings,2,1,"Maximum 250 people     http://web.archive.org/web/20201001101555/https://www.gov.uk/foreign-travel-advice/dominica"
Dominica,DMA,20200918,C5: Close public transport,0,,"""You will be required to wear a face mask at all times on public transport in Dominica""     http://web.archive.org/web/20201001101555/https://www.gov.uk/foreign-travel-advice/dominica"
Dominica,DMA,20200918,C8: International travel controls,1,,"""Dominica’s borders are open  Arriving passengers must complete an online questionnaire 24 hours before arrival, and have a PCR swab test with a negative result taken up to 72 hours before arrival  On arrival a Rapid Diagnostic Test will be taken. If negative five days quarantine follows in an approved facility. If positive isolation in a government facility follows.  A PCR test is required to depart Dominica""     http://web.archive.org/web/20201001101555/https://www.gov.uk/foreign-travel-advice/dominica    "
Dominica,DMA,20200918,E1: Income support,1,1,"Income support still in place as of September 1 via World Bank funding: http://web.archive.org/web/20201001102835/https://www.voice-online.co.uk/news/world-news/2020/09/01/support-continues-for-covid-hit-dominica/    However, ""income support for the period April-June 2020 for heads of families and single persons who are currently unemployed"" seems to have ended: http://web.archive.org/web/20201001044535/https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19"
Dominica,DMA,20200918,E2: Debt/contract relief,0,,"Can't find any evidence of ongoing contract relief. Policies like ""extension of three months for payment of corporate income tax"" have since ended (June) and can't find evidence of any recent applicable policies.    http://web.archive.org/web/20201001044535/https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19"
Dominica,DMA,20200918,H1: Public information campaigns,2,1,"Still current "
Dominica,DMA,20200918,H2: Testing policy,3,,"No change in policy found "
Dominica,DMA,20200918,H3: Contact tracing,2,,"No change in policy found"
Dominica,DMA,20200918,H6: Facial Coverings,3,1,"No change in policy found; masks still required in public places, including public transport and businesses     http://web.archive.org/web/20201001101555/https://www.gov.uk/foreign-travel-advice/dominica"
Dominica,DMA,20201001,H6: Facial Coverings,2,1,
Dominica,DMA,20201013,C1: School closing,1,1,"Schools are open. The government has released guidelines and protocols that need to be followed by all schools. Sanitary requirements are listed and masks have to be worn.  https://web.archive.org/web/20201021162342/https://dominicanewsonline.com/news/wp-content/uploads/2020/08/GUIDELINES_AND_PROTOCOLS_FOR_THE_REOPENING_OF_SCHOOLS-1.pdf"
Dominica,DMA,20201013,C2: Workplace closing,0,,"No policy change found"
Dominica,DMA,20201013,C3: Cancel public events,1,1,"No policy change found"
Dominica,DMA,20201013,C4: Restrictions on gatherings,2,1,"""A maximum of 250 persons may gather together at any one time""    https://web.archive.org/web/20201021161909/https://www.gov.uk/foreign-travel-advice/dominica/coronavirus"
Dominica,DMA,20201013,C5: Close public transport,0,,"Public transportation is open but face masks are required.    https://web.archive.org/web/20201021161909/https://www.gov.uk/foreign-travel-advice/dominica/coronavirus"
Dominica,DMA,20201013,C6: Stay at home requirements,0,,"No policy change"
Dominica,DMA,20201013,C7: Restrictions on internal movement,0,,"No policy change"
Dominica,DMA,20201013,C8: International travel controls,2,,"The government has released a list of countries within the CARICOM travel bubble, low risk, medium risk, and high risk. Depending on the risk level there are different procedures that must be followed. The strictest protocol applies to those coming from high risk countries: These individuals must quarantine for 5 days and receive a PCR test on day 5, if positive they must continue quarantining.  https://web.archive.org/web/20201021161244/https://dominica.gov.dm/images/documents/Travelprotocols_Portrait_Aug25_Rev6b.pdf"
Dominica,DMA,20201013,E1: Income support,1,1,"No policy change"
Dominica,DMA,20201013,E2: Debt/contract relief,0,,"No policy change"
Dominica,DMA,20201013,H1: Public information campaigns,2,1,"No policy change"
Dominica,DMA,20201013,H2: Testing policy,3,,"No policy change"
Dominica,DMA,20201013,H3: Contact tracing,2,,"No policy change"
Dominica,DMA,20201013,H6: Facial Coverings,3,1,"Masks are required in public  https://web.archive.org/web/20201021161909/https://www.gov.uk/foreign-travel-advice/dominica/coronavirus"
Dominica,DMA,20201022,C2: Workplace closing,0,,"No policy change"
Dominica,DMA,20201022,C3: Cancel public events,1,1,"No policy change found"
Dominica,DMA,20201022,C4: Restrictions on gatherings,2,1,"No policy change found."
Dominica,DMA,20201022,C5: Close public transport,0,,"No policy change"
Dominica,DMA,20201022,C6: Stay at home requirements,0,,"No policy change    However on the documented ""tips to protect your family""  it says ""Stay home if you can, but if you must go out, wear your mask properly.""    https://web.archive.org/web/20201028144106/https://dominica.gov.dm/tips-to-protect-self-family"
Dominica,DMA,20201022,C7: Restrictions on internal movement,0,,"No policy change"
Dominica,DMA,20201022,C8: International travel controls,2,,"No policy change found. Refer to source above."
Dominica,DMA,20201022,E1: Income support,1,1,"No policy change"
Dominica,DMA,20201022,E2: Debt/contract relief,0,,"No policy change"
Dominica,DMA,20201029,C2: Workplace closing,0,,"No policy update"
Dominica,DMA,20201029,C3: Cancel public events,1,1,"No policy update"
Dominica,DMA,20201029,C4: Restrictions on gatherings,2,1,"No policy update"
Dominica,DMA,20201029,C5: Close public transport,0,,"No policy update"
Dominica,DMA,20201029,C6: Stay at home requirements,0,,"No policy update"
Dominica,DMA,20201029,C7: Restrictions on internal movement,0,,"No policy update"
Dominica,DMA,20201029,C8: International travel controls,2,,"No policy update    https://web.archive.org/web/20201021161244/https://dominica.gov.dm/images/documents/Travelprotocols_Portrait_Aug25_Rev6b.pdf"
Dominica,DMA,20201029,E1: Income support,1,1,"No updated policy"
Dominica,DMA,20201029,E2: Debt/contract relief,0,,"No updated policy"
Dominica,DMA,20201029,H1: Public information campaigns,2,1,"No updated policy"
Dominica,DMA,20201029,H2: Testing policy,3,,"No updated policy"
Dominica,DMA,20201029,H3: Contact tracing,2,,"No updated policy"
Dominica,DMA,20201101,C1: School closing,3,0,"A school was forced to close because of covid exposure:    "" The Dominica government has ordered the closure of a secondary school, the mandatory wearing of masks and the banning of mass events, as the island recorded eight new cases of the coronavirus (COVID-19) on Friday, pushing its total to date to 50.    Education Minister Octavia Alfred said that the decision to temporary shutdown the Isiah Thomas Secondary School (ITSS) in St, Joseph became necessary after a teacher at the institution tested positive for the virus.    “It has been confirmed that a staff member…has tested positive for the COVID-19 virus. The teacher is presently admitted at the COVID isolation facility. Ministry of Health officials have been at the school carrying out testing on staff members and students.    “The Ministry of Education is offering support to the entire staff and student body as we continue to follow directives from the Ministry of Health,” she said, adding that all relevant stakeholders, including the Dominica Association of Teachers have been made aware of the situation.    ‘As part of our precautionary measures, ITSS will be closed until November 6. We are hopeful that school will resume by November 9, 2020,” she added.""    https://web.archive.org/web/20201123193643/https://www.caribbeannationalweekly.com/caribbean-breaking-news-featured/secondary-school-closes-as-dominica-records-increased-cases-of-covid/"
Dominica,DMA,20201110,C1: School closing,1,1,"School rules resumed"
Dominica,DMA,20201110,C2: Workplace closing,0,,"""Businesses, shops, offices, churches, sports facilities and beauty salons are now operating normally without restriction, except for health protocols (physical distancing, hand sanitising, wearing face masks). A maximum of 250 persons may gather together at any one time. Single visitors are allowed to hospital patients and nursing home residents. Beaches and rivers can be freely accessed and sporting activities allowed.""    https://www.gov.uk/foreign-travel-advice/dominica/coronavirus      ***ARCHIVING WEBSITE WAS NOT WORKING"
Dominica,DMA,20201110,C3: Cancel public events,0,,"No policy change"
Dominica,DMA,20201110,C4: Restrictions on gatherings,1,1,"""Businesses, shops, offices, churches, sports facilities and beauty salons are now operating normally without restriction, except for health protocols (physical distancing, hand sanitising, wearing face masks). A maximum of 250 persons may gather together at any one time. Single visitors are allowed to hospital patients and nursing home residents. Beaches and rivers can be freely accessed and sporting activities allowed.""    https://www.gov.uk/foreign-travel-advice/dominica/coronavirus      ***ARCHIVING WEBSITE WAS NOT WORKING"
Dominica,DMA,20201110,C5: Close public transport,2,1,"No policy change"
Dominica,DMA,20201110,C6: Stay at home requirements,0,,"No policy change"
Dominica,DMA,20201110,C7: Restrictions on internal movement,0,,"No policy change"
Dominica,DMA,20201110,C8: International travel controls,2,,"No policy change"
Dominica,DMA,20201110,E1: Income support,1,1,"No policy change"
Dominica,DMA,20201110,E2: Debt/contract relief,0,,"No policy change"
Dominica,DMA,20201110,H6: Facial Coverings,3,1,"Masks must be worn in public spaces  https://www.gov.uk/foreign-travel-advice/dominica/coronavirus"
Dominica,DMA,20201117,C1: School closing,1,1,"No policy change"
Dominica,DMA,20201117,C2: Workplace closing,0,,"No policy change"
Dominica,DMA,20201117,C3: Cancel public events,0,,"No policy change"
Dominica,DMA,20201117,C4: Restrictions on gatherings,1,1,"No policy change"
Dominica,DMA,20201117,C5: Close public transport,2,1,"No policy change"
Dominica,DMA,20201117,C6: Stay at home requirements,0,,"No policy change"
Dominica,DMA,20201117,C7: Restrictions on internal movement,0,,"No policy change"
Dominica,DMA,20201117,C8: International travel controls,2,,"Countries in the high risk category must: must submit the online health screening form and submit a Negative PCR test where swabs were taken within 24-72 hours of arrival into Dominica.     Upon exiting the port of entry, travellers will submit to a quarantine period of up to seven days where a PCR test is taken on day five after arrival and results are expected within 24-48 hours.    Travellers must submit themselves to mandatory quarantine and may opt to quarantine at the Government operated facility or at a Safe in Nature Certified property under a ‘Managed Experience’.""    https://web.archive.org/web/20201123193058/http://www.loopnewsbarbados.com/content/dominica-places-st-lucia-high-risk-category-travellers-3"
Dominica,DMA,20201117,H6: Facial Coverings,3,1,"No policy change"
Dominica,DMA,20201124,C1: School closing,1,1,"Schools during this week were at ""recommended"" closure after a brief required closing period.    https://web.archive.org/web/20201201140752if_/https://graphics.reuters.com/world-coronavirus-tracker-and-maps/countries-and-territories/dominica/  "
Dominica,DMA,20201124,C2: Workplace closing,0,,"https://web.archive.org/web/20201201140752if_/https://graphics.reuters.com/world-coronavirus-tracker-and-maps/countries-and-territories/dominica/"
Dominica,DMA,20201124,C4: Restrictions on gatherings,2,1,"As of Oct 28, 2020, approval for public gathers is contingent upon several conditions being met, one being that no more than 250 people be present, including event staff. Official legislation forthcoming that will prohibit gatherings of 200+ people.  https://web.archive.org/web/20201201183939/https://www.loopnewscaribbean.com/content/dominica-implements-stringent-event-rules-week-independence  "
Dominica,DMA,20201124,C5: Close public transport,0,,"I've seen no indication of bus closures; to the contrary, masks are required when riding the bus. Thus, I'm indicating ""no measures"" but would welcome seeing any reporting to the contrary, as I don't want to code this inaccurately.   https://web.archive.org/web/20201201151147/https://discoverdominica.com/en/island-transportation#:~:text=Dominica%2520has%2520a%2520reliable%2520public,%252410.25%2520according%2520the%2520specific%2520route.  "
Dominica,DMA,20201124,C6: Stay at home requirements,0,,"https://web.archive.org/web/20201201140752if_/https://graphics.reuters.com/world-coronavirus-tracker-and-maps/countries-and-territories/dominica/"
Dominica,DMA,20201124,C8: International travel controls,2,,"Screening, testing, and quarantine measures are in place. Level of examination and quarantine requirements are dependent upon country from which the traveler is arriving, symptomatic status, and RapidTest result.    https://web.archive.org/web/20201201144106/https://cdn.discoverdominica.com/production/20201119110042-travelprotocols-portrait-rv8-nov8.pdf#page=9  "
Dominica,DMA,20201124,E1: Income support,1,1,"This program will offer financial assistance in the amount of EC$600.00 and EC$400.00 to individuals with minor dependents under the age of 18 and individuals with no minor dependents under the age of 18 respectively who have either been laid off or whose employment have been terminated as a result of the COVID-19 Pandemic or the Emergency Powers (Curfew) Order, Statutory Rules and Order No. 15 of 2020. Financial assistance will be paid via the Dominica Social Security (DSS).  https://web.archive.org/web/20200918103547/http://dominica.gov.dm/notices/1047-covid-19-response-employees-and-small-business-programme  "
Dominica,DMA,20201124,H1: Public information campaigns,2,1,"The coordinated public campaign is regularly updated.  https://web.archive.org/web/20201026100459/https://dominica.gov.dm/corona  "
Dominica,DMA,20201124,H2: Testing policy,3,,"Widespread testing is being conducted in conjunction with contact tracing to track the spread of the virus.    https://web.archive.org/web/20201201142750/https://dominicanewsonline.com/news/homepage/news/dominica-records-eight-new-cases-of-covid-19/  "
Dominica,DMA,20201124,H3: Contact tracing,2,,"Robust contact tracing is in effect for all positive diagnoses.   https://web.archive.org/web/20201201142508/https://dominicanewsonline.com/news/homepage/news/__trashed-19/  "
Dominica,DMA,20201124,H6: Facial Coverings,3,1,"According to Caribbean National Weekly, this requirement is in effect as of Nov 7.    https://web.archive.org/web/20201201184332/https://www.caribbeannationalweekly.com/caribbean-breaking-news-featured/dominica-to-introduce-mandatory-wearing-of-masks-regulations/  "
Dominica,DMA,20201201,C1: School closing,1,1,"No changes found. "
Dominica,DMA,20201201,C3: Cancel public events,0,,"No changes found. "
Dominica,DMA,20201201,C4: Restrictions on gatherings,1,1,"""A maximum of 250 persons may gather together at any one time.""     https://web.archive.org/web/20201205233138/https://www.gov.uk/foreign-travel-advice/dominica/coronavirus"
Dominica,DMA,20201201,C5: Close public transport,0,,"""Is public transportation operating? Yes  Passengers and driver must wear a mask inside the vehicle at all times.  The number of passengers will be limited to 70% capacity to allow for physical distancing.""    https://web.archive.org/web/20201201010524/https://bb.usembassy.gov/u-s-citizen-services/covid-19-information/   https://web.archive.org/web/20201206000543/https://discoverdominica.com/en/travel-advisory-for-dominica"
Dominica,DMA,20201201,C6: Stay at home requirements,0,,"No changes found. "
Dominica,DMA,20201201,C7: Restrictions on internal movement,0,,"No changes found. "
Dominica,DMA,20201202,C2: Workplace closing,0,,"""Businesses, shops, offices, churches, sports facilities and beauty salons are now operating normally without restriction, except for health protocols (physical distancing, hand sanitising, wearing face masks). ""    https://web.archive.org/web/20201205233138/https://www.gov.uk/foreign-travel-advice/dominica/coronavirus"
